Country/Territory,Year,Temperature_C,Precipitation_mm,Surface_Pressure_Pa,Dewpoint_K,Wind_Speed_ms
Thailand,1992,27.356018,47.585487,99449.09,293.85617,0.73710793
Thailand,1993,27.346985,44.186592,99461.695,293.78482,0.7735037
Thailand,1994,27.43454,55.91774,99393.13,294.48495,0.81035227
Thailand,1995,27.537354,53.995132,99412.664,294.54102,0.8380366
Thailand,1996,27.047943,59.73816,99382.945,294.76428,0.7408608
Thailand,1997,27.786682,44.569016,99462.086,294.6675,0.7822242
Thailand,1998,28.232117,49.6912,99407.94,295.51297,0.78670657
Thailand,1999,27.157013,57.881355,99354.94,294.59604,0.7047226
Thailand,2000,27.181946,62.781334,99327.125,294.8185,0.6605381
Thailand,2001,27.573486,52.236557,99359.164,295.25882,0.66098535
Thailand,2002,27.830658,61.07521,99409.25,295.60056,0.7655738
Thailand,2003,27.638062,46.40007,99436.4,295.22763,0.6492789
Thailand,2004,27.54004,41.701317,99435.28,294.5798,0.7685984
Thailand,2005,27.946533,48.02227,99403.97,295.43845,0.7799819
Thailand,2006,27.82962,52.326202,99400.73,295.34576,0.6828669
Thailand,2007,27.806366,51.94378,99373.945,295.0119,0.7502127
Thailand,2008,27.08191,61.44142,99374.07,294.93845,0.82312423
Thailand,2009,27.352997,59.44538,99359.15,295.40317,0.55774325
Thailand,2010,28.301208,48.074722,99361.07,295.85025,0.8267005
Thailand,2011,27.069214,67.27409,99374.375,294.9612,0.7635956
Thailand,2012,28.17862,45.74108,99304.41,296.01865,0.73474276
Thailand,2013,27.839417,48.849106,99373.836,295.15503,0.7165143
Thailand,2014,27.677094,47.023773,99433.75,295.28076,0.76289576
Thailand,2015,28.04309,45.096397,99479.41,295.5468,0.6689441
Thailand,2016,28.20047,51.99814,99413.81,295.53653,0.7170039
Thailand,2017,27.843628,54.50058,99422.69,295.71817,0.71395254
Thailand,2018,27.613007,54.84295,99411.41,295.91052,0.7213714
Thailand,2019,28.44812,45.77446,99439.99,295.54926,0.71520334
Tonga,1990,19.958252,4.070282,101875.586,288.30905,6.4923944
Tonga,1991,19.983887,3.8375854,101884.07,288.3455,6.200098
Tonga,1992,19.478577,3.9815903,101932.09,287.9763,6.755011
Tonga,1993,20.16925,3.7498474,101845.78,288.7578,5.9254894
Tonga,1994,19.853333,3.7412643,101883.63,288.1041,6.434249
Tonga,1995,20.042389,3.9815903,101857.836,288.38052,6.713003
Tonga,1996,19.932556,4.716873,101828.53,288.09875,6.0850534
Tonga,1997,19.584198,4.8122406,101894.664,288.4271,6.2371435
Tonga,1998,19.751495,3.7221909,101920.44,288.25937,6.902294
Tonga,1999,20.145447,3.6811829,101833.1,288.52817,6.5867248
Tonga,2000,19.902496,4.327774,101848.125,288.17007,6.8179708
Tonga,2001,20.06305,4.037857,101858.914,288.13788,6.371016
Tonga,2002,20.074799,3.446579,101888.586,288.37643,6.6290956
Tonga,2003,20.424011,4.1236877,101859.15,288.70532,6.4581537
Tonga,2004,19.658691,3.9663315,101894.78,287.94064,6.675862
Tonga,2005,20.283264,4.170418,101875.38,288.44788,6.589314
Tonga,2006,19.71878,3.9367676,101863.06,288.01974,6.5532217
Tonga,2007,19.894745,3.7498474,101876.195,288.16165,6.7933693
Tonga,2008,19.96634,4.33445,101800.41,288.1549,6.570318
Tonga,2009,20.250305,3.8700104,101812.56,288.37534,6.115902
Tonga,2010,20.209747,3.961563,101817.99,288.1899,6.3816695
Tonga,2011,19.684937,5.1965714,101830.54,287.85135,6.9931393
Tonga,2012,19.674225,4.7397614,101905.66,287.92294,7.0097303
Tonga,2013,20.095947,3.5991669,101904.086,288.20483,6.887422
Tonga,2014,20.170105,4.1828156,101912.414,288.06656,6.5880957
Tonga,2015,20.309692,4.181862,101926.82,288.32416,6.4582267
Tonga,2016,20.441193,4.1007996,101913.81,288.86368,6.9745784
Tonga,2017,19.9758,4.4498444,101881.94,288.18774,6.7494826
Tonga,2018,20.286987,3.9310455,101874.74,288.40695,6.377545
Tonga,2019,20.838104,3.3187866,101861.07,289.1544,6.5517893
Turkey,1990,10.3993225,14.275551,87718.586,274.76105,0.60102165
Turkey,1991,10.335114,17.22908,87608.91,274.85608,0.38467544
Turkey,1992,8.632233,15.104294,87650.84,272.89587,0.2623052
Turkey,1993,9.87677,13.376236,87705.12,273.30435,0.411682
Turkey,1994,11.856567,13.058662,87615.555,274.64236,0.5532791
Turkey,1995,11.053467,17.60292,87615.25,275.07584,0.069693126
Turkey,1996,11.733643,17.8051,87541.195,275.50192,0.2884948
Turkey,1997,10.3758545,15.899658,87614.664,274.35257,0.16068195
Turkey,1998,11.9383545,16.168594,87657.44,276.49213,0.25423166
Turkey,1999,11.984161,11.341095,87633.52,276.2308,0.1650663
Turkey,2000,10.549469,14.906883,87648.375,275.42462,0.49969354
Turkey,2001,12.7901,12.939453,87580.914,276.2144,0.17524298
Turkey,2002,10.668213,14.162064,87662.336,275.0781,0.19163689
Turkey,2003,11.194366,12.199402,87604.4,275.04288,0.6660427
Turkey,2004,10.908203,12.630463,87658.53,274.44064,0.42177653
Turkey,2005,11.210999,13.121605,87618.805,275.01624,0.37768045
Turkey,2006,11.449738,11.257172,87622.48,274.7004,0.44567552
Turkey,2007,11.871307,13.448715,87638.62,274.55276,0.46040463
Turkey,2008,10.49939,13.546944,87684.16,274.27405,0.4187326
Turkey,2009,11.411102,18.464088,87572.56,275.8203,0.33749563
Turkey,2010,13.092224,16.830444,87551.16,277.01886,0.15692014
Turkey,2011,10.203308,13.833046,87609.46,274.84094,0.6742141
Turkey,2012,11.294983,16.184807,87565.74,275.09073,0.47251675
Turkey,2013,11.247955,12.201309,87606.0,274.1835,0.46047214
Turkey,2014,12.699066,13.783455,87635.336,275.81705,0.05517453
Turkey,2015,11.557739,15.84053,87686.41,275.80154,0.36241096
Turkey,2016,11.865021,15.649796,87669.23,274.808,0.34701163
Turkey,2017,11.832733,14.550209,87688.02,274.4672,0.1926211
Turkey,2018,13.314667,13.201714,87605.57,276.76584,0.36970532
Turkey,2019,12.226776,14.320374,87622.99,275.9407,0.35323688
Uganda,1990,22.060791,52.27852,89356.086,291.8735,0.73555887
Uganda,1991,22.204254,48.45524,89351.82,291.86423,0.531353
Uganda,1992,22.50772,42.028427,89342.84,291.13968,0.5072116
Uganda,1993,22.587708,40.987015,89342.695,291.37222,0.3969077
Uganda,1994,22.571747,50.764084,89332.555,291.52484,0.48585203
Uganda,1995,22.743896,43.07556,89316.914,291.80045,0.55288345
Uganda,1996,22.454346,46.41533,89293.945,291.77063,0.4821717
Uganda,1997,22.986053,47.107697,89350.25,291.21323,0.4805744
Uganda,1998,22.95169,36.38649,89371.77,291.91318,0.66398805
Uganda,1999,22.317322,40.207863,89294.27,290.9554,0.6543822
Uganda,2000,22.689606,34.2741,89278.21,290.9772,0.5771859
Uganda,2001,22.387115,41.769028,89336.086,291.40268,0.66213024
Uganda,2002,22.871674,39.756775,89340.086,291.27554,0.7619439
Uganda,2003,23.097351,35.268784,89330.48,291.08798,0.6794802
Uganda,2004,23.243317,39.770126,89334.78,290.98102,0.64911824
Uganda,2005,23.56958,36.09085,89313.88,290.90344,0.62677574
Uganda,2006,23.170929,42.99736,89328.31,291.02902,0.62937945
Uganda,2007,23.090546,37.16755,89309.62,291.06528,0.5471836
Uganda,2008,22.870789,37.73403,89279.32,290.76218,0.67131245
Uganda,2009,23.623169,33.177376,89297.9,290.80093,0.8186002
Uganda,2010,23.009705,44.15703,89312.24,291.8185,0.70259184
Uganda,2011,23.098816,41.672707,89275.46,290.94333,0.58664685
Uganda,2012,23.469147,36.906242,89307.57,290.27466,0.42737526
Uganda,2013,23.274658,37.29248,89333.336,290.77612,0.5186816
Uganda,2014,23.84311,32.70626,89341.586,290.24072,0.4681596
Uganda,2015,23.947388,35.28595,89364.07,290.1956,0.4360951
Uganda,2016,24.498322,28.17154,89367.48,290.5663,0.5878855
Uganda,2017,24.184937,34.94358,89322.94,290.3163,0.5623058
Uganda,2018,23.454468,39.675713,89347.99,290.54105,0.66832644
Uganda,2019,23.621643,45.758247,89355.24,291.21005,0.42934617
United Kingdom,1990,10.251862,24.224281,101192.414,280.09128,3.9416304
United Kingdom,1991,9.530914,20.640373,101483.91,279.62366,2.286101
United Kingdom,1992,9.858643,23.974419,101362.26,279.71912,3.0113587
United Kingdom,1993,9.167969,20.905495,101438.695,279.14014,1.8184998
United Kingdom,1994,9.628387,19.54174,101139.63,279.56503,2.8174548
United Kingdom,1995,9.872467,25.084496,101317.586,279.6255,2.0945919
United Kingdom,1996,9.030853,19.319534,101444.03,278.901,1.0562854
United Kingdom,1997,10.228241,21.800995,101418.75,280.30374,2.1517558
United Kingdom,1998,9.935089,27.736664,101173.6,279.93597,2.7899294
United Kingdom,1999,10.234161,25.624275,101100.44,280.1481,2.8808281
United Kingdom,2000,9.967773,30.377388,101038.375,279.9759,2.5766268
United Kingdom,2001,9.875397,27.923584,101333.664,279.79364,1.6180971
United Kingdom,2002,10.68158,26.060104,101199.414,280.57175,2.3638773
United Kingdom,2003,10.802277,21.793365,101492.98,280.64087,2.4382863
United Kingdom,2004,10.429199,27.255058,101277.03,280.5222,2.685154
United Kingdom,2005,10.323303,26.783943,101494.88,280.24637,2.2174304
United Kingdom,2006,10.632843,25.255203,101286.98,280.6174,2.7455368
United Kingdom,2007,10.500366,21.940231,101403.62,280.42596,2.8767662
United Kingdom,2008,10.095886,30.30014,101171.07,280.01868,2.725249
United Kingdom,2009,10.248505,27.791977,101168.73,280.17123,2.8448012
United Kingdom,2010,9.27063,27.051926,101334.66,279.02505,0.8311723
United Kingdom,2011,10.193726,24.543762,101317.875,280.32156,3.7058847
United Kingdom,2012,9.651611,32.15599,101272.57,279.53848,2.3000803
United Kingdom,2013,9.588776,20.507812,101333.664,279.42178,1.9839363
United Kingdom,2014,10.739105,26.378632,100995.414,280.89047,2.8669472
United Kingdom,2015,10.082153,25.499344,101344.99,280.0364,3.8170557
United Kingdom,2016,10.293396,26.50261,101360.65,280.30948,2.0615351
United Kingdom,2017,10.474823,29.967308,101304.52,280.5543,3.1501772
United Kingdom,2018,10.182678,23.770332,101348.74,280.22806,2.1141486
United Kingdom,2019,10.504944,26.132584,101173.24,280.4228,2.3920467
United States,1990,18.912994,12.735367,101870.0,288.3317,1.394808
United States,1991,18.126617,9.263039,101799.07,287.178,0.82288754
United States,1992,18.128174,8.785248,101862.43,287.45853,0.71809554
United States,1993,17.990723,9.716988,101798.62,287.35904,0.33568135
United States,1994,18.814758,7.9755783,101809.88,288.2501,0.24012716
United States,1995,18.816467,7.3127747,101756.336,287.99576,0.45948482
United States,1996,18.449463,10.51712,101558.445,287.36618,0.43959782
United States,1997,18.958069,8.802414,101758.75,288.44467,0.21145335
United States,1998,18.688171,6.081581,101862.02,287.86957,0.37881893
United States,1999,18.607697,9.797096,101737.69,287.77832,0.43735644
United States,2000,18.645172,5.443573,101797.71,287.89597,0.14114633
United States,2001,18.852783,11.295319,101743.5,288.0998,0.03578702
United States,2002,18.64154,8.178711,101746.086,287.9858,0.4479083
United States,2003,18.908722,13.879776,101726.65,288.16837,0.5606059
United States,2004,18.517883,11.122704,101739.12,287.63385,0.3919905
United States,2005,18.210358,8.193016,101801.47,286.9941,0.9778029
United States,2006,18.855988,9.479523,101738.31,288.2888,0.81609184
United States,2007,18.58435,14.827728,101807.195,287.90042,0.942364
United States,2008,18.556335,10.5781555,101739.91,287.78757,0.22702256
United States,2009,18.876923,9.943962,101639.31,288.0599,0.6083205
United States,2010,18.590271,11.966705,101493.49,287.56476,0.2501412
United States,2011,19.10144,13.268471,101797.54,288.38327,1.2291574
United States,2012,18.566956,11.10363,101770.99,287.7649,0.4640822
United States,2013,18.560455,9.111404,101699.914,287.62134,0.66580206
United States,2014,19.135101,9.030342,101624.414,288.41928,1.3748962
United States,2015,19.263977,6.7653656,101917.07,288.351,1.2283807
United States,2016,19.25467,10.299683,101783.06,288.4817,0.6392873
United States,2017,19.307343,8.962631,101865.19,288.46866,1.7366188
United States,2018,18.879456,15.091896,101643.49,288.2549,0.9329423
United States,2019,19.028687,10.2033615,101735.99,288.33963,0.33796352
Vanuatu,1990,24.124084,81.39038,98716.586,294.52716,2.1946216
Vanuatu,1991,23.768219,106.25553,98719.57,294.25858,2.028742
Vanuatu,1992,23.841705,68.912506,98721.51,293.6011,1.8670926
Vanuatu,1993,23.497864,55.900574,98813.53,293.2588,2.45261
Vanuatu,1994,23.527313,76.942444,98765.055,293.44525,2.233432
Vanuatu,1995,24.23169,64.8098,98774.914,294.4022,2.212576
Vanuatu,1996,24.12738,90.41214,98695.53,294.70847,1.8498833
Vanuatu,1997,23.83728,64.863205,98789.586,293.73294,2.16595
Vanuatu,1998,24.484406,75.460434,98845.02,294.88486,2.1140568
Vanuatu,1999,24.10852,115.54718,98725.77,295.1538,1.5883065
Vanuatu,2000,24.067047,118.2003,98697.29,295.07306,1.6090466
Vanuatu,2001,24.234283,85.50835,98680.086,294.7375,1.6709121
Vanuatu,2002,24.133392,95.42465,98697.25,294.69513,2.0436342
Vanuatu,2003,24.06659,74.50485,98732.06,294.05215,1.9558622
Vanuatu,2004,23.90625,71.34819,98734.12,294.29434,2.3019528
Vanuatu,2005,24.070557,84.49745,98745.055,294.4508,2.0047965
Vanuatu,2006,23.909363,92.91649,98751.23,294.51993,2.3796551
Vanuatu,2007,24.449097,98.33717,98676.37,295.3,1.8424177
Vanuatu,2008,24.178741,99.2403,98732.49,294.9907,1.6177555
Vanuatu,2009,23.873169,103.25241,98719.48,294.4152,2.0904784
Vanuatu,2010,24.545532,86.45058,98762.24,295.16876,2.2727365
Vanuatu,2011,24.151398,104.21848,98708.375,295.01248,1.523162
Vanuatu,2012,24.00055,116.004944,98714.99,294.82446,1.9281144
Vanuatu,2013,24.180908,104.71916,98713.336,294.6765,1.953922
Vanuatu,2014,24.110535,83.37879,98746.5,294.42593,2.1899576
Vanuatu,2015,24.142395,83.73833,98765.82,294.2392,2.4280548
Vanuatu,2016,24.672638,58.57086,98767.98,294.3401,1.9033625
Vanuatu,2017,24.387909,88.29594,98754.85,294.74356,2.0415745
Vanuatu,2018,24.079803,99.14589,98731.07,294.50443,1.9579309
Vanuatu,2019,24.156311,87.8191,98722.41,294.47812,2.2310922
Venezuela,1990,27.054596,34.99317,99738.0,295.75568,1.904448
Venezuela,1991,26.860992,39.708138,99748.82,295.99036,1.9496042
Venezuela,1992,26.838287,34.715652,99756.51,295.27396,1.9976387
Venezuela,1993,27.0,38.702965,99745.87,295.61685,1.8626509
Venezuela,1994,26.870728,41.589737,99740.38,295.7343,2.0080698
Venezuela,1995,27.200745,38.94329,99703.75,295.79263,1.7985343
Venezuela,1996,26.95517,32.814026,99692.28,295.7921,2.0902185
Venezuela,1997,27.015686,34.97505,99760.336,295.7308,1.9014775
Venezuela,1998,27.682495,34.158707,99730.85,296.01395,1.8661863
Venezuela,1999,26.878052,39.910316,99682.19,295.66245,1.858006
Venezuela,2000,27.030914,30.398369,99687.46,295.43976,1.8712888
Venezuela,2001,26.927002,26.269913,99732.414,295.5041,2.1266136
Venezuela,2002,27.11499,34.622192,99731.164,295.67398,1.9190978
Venezuela,2003,27.359253,32.728195,99720.73,296.04288,1.8735106
Venezuela,2004,27.271973,30.700684,99727.195,295.90128,1.7892157
Venezuela,2005,27.278381,31.406403,99705.88,296.00974,1.9821874
Venezuela,2006,27.348999,29.474258,99705.4,295.91885,1.8662267
Venezuela,2007,27.309448,36.11183,99702.695,295.6242,1.8439956
Venezuela,2008,27.314148,37.900925,99665.49,295.52307,1.7222202
Venezuela,2009,27.426392,36.02314,99697.56,295.99365,1.8251407
Venezuela,2010,27.68045,39.482117,99675.49,296.3465,1.9402426
Venezuela,2011,27.34851,34.783363,99665.46,295.75955,1.8968376
Venezuela,2012,27.151764,38.618088,99727.66,295.775,1.8274082
Venezuela,2013,27.329346,33.187866,99731.75,295.76474,1.9238697
Venezuela,2014,27.202972,40.397644,99748.164,296.12485,1.8383814
Venezuela,2015,27.388641,28.604507,99784.66,295.7781,1.8959761
Venezuela,2016,27.724396,40.477753,99758.48,296.19522,1.7533057
Venezuela,2017,27.576233,38.819313,99719.85,296.2893,1.8907031
Venezuela,2018,27.51535,42.77134,99721.66,296.1592,1.8276073
Venezuela,2019,27.798553,46.70143,99727.16,296.5429,1.7525523
